"Symptom Group","Symptom","Cancer Group","Cancer Site","N_Men","% (95% CI)_Men","N_Women","% (95% CI)_Women"
"Ulceration","Ulceration - Ulceration (Men=105, Women=68)","Lower GI","Small intestine","105","0.00 (0.00, 3.53)","68","0.00 (0.00, 5.35)"
"Ulceration","Ulceration - Ulceration (Men=105, Women=68)","HPB","Liver","105","0.00 (0.00, 3.53)","68","0.00 (0.00, 5.35)"
"Ulceration","Ulceration - Ulceration (Men=105, Women=68)","HPB","Pancreas","105","0.95 (0.17, 5.20)","68","0.00 (0.00, 5.35)"
"Ulceration","Ulceration - Ulceration (Men=105, Women=68)","HPB","Other HPB","105","0.00 (0.00, 3.53)","68","0.00 (0.00, 5.35)"
"Ulceration","Ulceration - Ulceration (Men=105, Women=68)","Respiratory","Lung","105","1.90 (0.52, 6.68)","68","0.00 (0.00, 5.35)"
"Ulceration","Ulceration - Ulceration (Men=105, Women=68)","Respiratory","Mesothelioma","105","0.00 (0.00, 3.53)","68","0.00 (0.00, 5.35)"
"Ulceration","Ulceration - Ulceration (Men=105, Women=68)","Urological","Bladder","105","0.95 (0.17, 5.20)","68","0.00 (0.00, 5.35)"
"Ulceration","Ulceration - Ulceration (Men=105, Women=68)","Urological","Kidney","105","0.00 (0.00, 3.53)","68","0.00 (0.00, 5.35)"
"Ulceration","Ulceration - Ulceration (Men=105, Women=68)","Urological","Ureteric and other urinary","105","0.95 (0.17, 5.20)","68","0.00 (0.00, 5.35)"
"Ulceration","Ulceration - Ulceration (Men=105, Women=68)","Haematological","Acute leukaemia","105","2.86 (0.98, 8.07)","68","2.94 (0.81, 10.1)"
"Ulceration","Ulceration - Ulceration (Men=105, Women=68)","Haematological","Chronic lymphocytic leukaemia","105","0.95 (0.17, 5.20)","68","0.00 (0.00, 5.35)"
"Ulceration","Ulceration - Ulceration (Men=105, Women=68)","Haematological","Hodgkin lymphoma","105","0.00 (0.00, 3.53)","68","0.00 (0.00, 5.35)"
"Ulceration","Ulceration - Ulceration (Men=105, Women=68)","Haematological","Multiple myeloma","105","0.95 (0.17, 5.20)","68","0.00 (0.00, 5.35)"
"Ulceration","Ulceration - Ulceration (Men=105, Women=68)","Haematological","Non-Hodgkin lymphoma","105","2.86 (0.98, 8.07)","68","4.41 (1.51, 12.2)"
"Ulceration","Ulceration - Ulceration (Men=105, Women=68)","Haematological","Other haematological","105","3.81 (1.49, 9.39)","68","1.47 (0.26, 7.87)"
"Ulceration","Ulceration - Ulceration (Men=105, Women=68)","CNS","CNS","105","0.00 (0.00, 3.53)","68","0.00 (0.00, 5.35)"
"Ulceration","Ulceration - Ulceration (Men=105, Women=68)","Sarcoma","Bone sarcoma","105","0.00 (0.00, 3.53)","68","0.00 (0.00, 5.35)"
"Ulceration","Ulceration - Ulceration (Men=105, Women=68)","Sarcoma","Connective and soft tissue sarcoma","105","9.52 (5.26, 16.6)","68","1.47 (0.26, 7.87)"
"Ulceration","Ulceration - Ulceration (Men=105, Women=68)","Skin","Melanoma","105","50.5 (41.1, 59.9)","68","47.1 (35.7, 58.8)"
"Ulceration","Ulceration - Ulceration (Men=105, Women=68)","Ocular","Ocular","105","0.00 (0.00, 3.53)","68","0.00 (0.00, 5.35)"
"Ulceration","Ulceration - Ulceration (Men=105, Women=68)","Breast","Breast","105","0.00 (0.00, 3.53)","68","20.6 (12.7, 31.6)"
"Ulceration","Ulceration - Ulceration (Men=105, Women=68)","Gynaecological","Cervix","105","-","68","0.00 (0.00, 5.35)"
"Ulceration","Ulceration - Ulceration (Men=105, Women=68)","Gynaecological","Ovary","105","-","68","1.47 (0.26, 7.87)"
"Ulceration","Ulceration - Ulceration (Men=105, Women=68)","Gynaecological","Uterus","105","-","68","0.00 (0.00, 5.35)"
"Ulceration","Ulceration - Ulceration (Men=105, Women=68)","Gynaecological","Vulva/Vagina","105","-","68","0.00 (0.00, 5.35)"
"Ulceration","Ulceration - Ulceration (Men=105, Women=68)","Prostate and other male organs","Penile","105","3.81 (1.49, 9.39)","68","-"
"Ulceration","Ulceration - Ulceration (Men=105, Women=68)","Prostate and other male organs","Prostate","105","0.95 (0.17, 5.20)","68","-"
"Ulceration","Ulceration - Ulceration (Men=105, Women=68)","Prostate and other male organs","Testicular","105","1.90 (0.52, 6.68)","68","-"
"Ulceration","Ulceration - Ulceration (Men=105, Women=68)","Other malignant neoplasms","Other malignant neoplasms","105","0.00 (0.00, 3.53)","68","0.00 (0.00, 5.35)"
"Ulceration","Ulceration - Ulceration (Men=105, Women=68)","Unknown primary","Unknown primary","105","3.81 (1.49, 9.39)","68","5.88 (2.31, 14.2)"
"Upper abdominal","Upper abdominal - Dyspepsia (Men=530, Women=378)","Head and neck","Larynx","530","0.19 (0.03, 1.06)","378","0.26 (0.05, 1.48)"
"Upper abdominal","Upper abdominal - Dyspepsia (Men=530, Women=378)","Head and neck","Oral cavity","530","0.00 (0.00, 0.72)","378","0.00 (0.00, 1.01)"
"Upper abdominal","Upper abdominal - Dyspepsia (Men=530, Women=378)","Head and neck","Oropharynx","530","0.00 (0.00, 0.72)","378","0.00 (0.00, 1.01)"
"Upper abdominal","Upper abdominal - Dyspepsia (Men=530, Women=378)","Head and neck","Thyroid","530","0.00 (0.00, 0.72)","378","0.00 (0.00, 1.01)"
"Upper abdominal","Upper abdominal - Dyspepsia (Men=530, Women=378)","Head and neck","Other head and neck","530","0.38 (0.10, 1.37)","378","0.00 (0.00, 1.01)"
"Upper abdominal","Upper abdominal - Dyspepsia (Men=530, Women=378)","Upper GI","Oesophagus","530","34.9 (31.0, 39.1)","378","19.0 (15.4, 23.3)"
"Upper abdominal","Upper abdominal - Dyspepsia (Men=530, Women=378)","Upper GI","Stomach","530","21.7 (18.4, 25.4)","378","16.4 (13.0, 20.5)"
"Upper abdominal","Upper abdominal - Dyspepsia (Men=530, Women=378)","Lower GI","Anal","530","0.00 (0.00, 0.72)","378","0.00 (0.00, 1.01)"
"Upper abdominal","Upper abdominal - Dyspepsia (Men=530, Women=378)","Lower GI","Colon","530","7.55 (5.59, 10.1)","378","10.6 (7.87, 14.1)"
"Upper abdominal","Upper abdominal - Dyspepsia (Men=530, Women=378)","Lower GI","Rectum","530","0.75 (0.29, 1.92)","378","1.59 (0.73, 3.42)"
"Upper abdominal","Upper abdominal - Dyspepsia (Men=530, Women=378)","Lower GI","Small intestine","530","2.08 (1.16, 3.68)","378","2.38 (1.26, 4.46)"
"Upper abdominal","Upper abdominal - Dyspepsia (Men=530, Women=378)","HPB","Liver","530","3.02 (1.87, 4.85)","378","3.17 (1.83, 5.47)"
"Upper abdominal","Upper abdominal - Dyspepsia (Men=530, Women=378)","HPB","Pancreas","530","10.2 (7.89, 13.1)","378","13.2 (10.2, 17.0)"
"Upper abdominal","Upper abdominal - Dyspepsia (Men=530, Women=378)","HPB","Other HPB","530","2.08 (1.16, 3.68)","378","3.44 (2.02, 5.79)"
"Upper abdominal","Upper abdominal - Dyspepsia (Men=530, Women=378)","Respiratory","Lung","530","4.34 (2.91, 6.43)","378","6.88 (4.74, 9.89)"
"Upper abdominal","Upper abdominal - Dyspepsia (Men=530, Women=378)","Respiratory","Mesothelioma","530","0.38 (0.10, 1.37)","378","0.00 (0.00, 1.01)"
"Upper abdominal","Upper abdominal - Dyspepsia (Men=530, Women=378)","Urological","Bladder","530","0.57 (0.19, 1.65)","378","0.53 (0.15, 1.91)"
"Upper abdominal","Upper abdominal - Dyspepsia (Men=530, Women=378)","Urological","Kidney","530","1.70 (0.90, 3.20)","378","2.38 (1.26, 4.46)"
"Upper abdominal","Upper abdominal - Dyspepsia (Men=530, Women=378)","Urological","Ureteric and other urinary","530","0.00 (0.00, 0.72)","378","0.26 (0.05, 1.48)"
"Upper abdominal","Upper abdominal - Dyspepsia (Men=530, Women=378)","Haematological","Acute leukaemia","530","0.19 (0.03, 1.06)","378","0.00 (0.00, 1.01)"
"Upper abdominal","Upper abdominal - Dyspepsia (Men=530, Women=378)","Haematological","Chronic lymphocytic leukaemia","530","0.19 (0.03, 1.06)","378","0.26 (0.05, 1.48)"
"Upper abdominal","Upper abdominal - Dyspepsia (Men=530, Women=378)","Haematological","Hodgkin lymphoma","530","0.38 (0.10, 1.37)","378","0.00 (0.00, 1.01)"
"Upper abdominal","Upper abdominal - Dyspepsia (Men=530, Women=378)","Haematological","Multiple myeloma","530","0.38 (0.10, 1.37)","378","0.00 (0.00, 1.01)"
"Upper abdominal","Upper abdominal - Dyspepsia (Men=530, Women=378)","Haematological","Non-Hodgkin lymphoma","530","3.21 (2.01, 5.08)","378","3.97 (2.42, 6.44)"
"Upper abdominal","Upper abdominal - Dyspepsia (Men=530, Women=378)","Haematological","Other haematological","530","0.19 (0.03, 1.06)","378","0.53 (0.15, 1.91)"
"Upper abdominal","Upper abdominal - Dyspepsia (Men=530, Women=378)","CNS","CNS","530","0.00 (0.00, 0.72)","378","0.00 (0.00, 1.01)"
"Upper abdominal","Upper abdominal - Dyspepsia (Men=530, Women=378)","Sarcoma","Bone sarcoma","530","0.00 (0.00, 0.72)","378","0.00 (0.00, 1.01)"
"Upper abdominal","Upper abdominal - Dyspepsia (Men=530, Women=378)","Sarcoma","Connective and soft tissue sarcoma","530","0.19 (0.03, 1.06)","378","1.59 (0.73, 3.42)"
"Upper abdominal","Upper abdominal - Dyspepsia (Men=530, Women=378)","Skin","Melanoma","530","0.38 (0.10, 1.37)","378","0.00 (0.00, 1.01)"
"Upper abdominal","Upper abdominal - Dyspepsia (Men=530, Women=378)","Ocular","Ocular","530","0.00 (0.00, 0.72)","378","0.00 (0.00, 1.01)"
"Upper abdominal","Upper abdominal - Dyspepsia (Men=530, Women=378)","Breast","Breast","530","0.00 (0.00, 0.72)","378","2.12 (1.08, 4.12)"
"Upper abdominal","Upper abdominal - Dyspepsia (Men=530, Women=378)","Gynaecological","Cervix","530","-","378","0.26 (0.05, 1.48)"
"Upper abdominal","Upper abdominal - Dyspepsia (Men=530, Women=378)","Gynaecological","Ovary","530","-","378","7.67 (5.39, 10.8)"
"Upper abdominal","Upper abdominal - Dyspepsia (Men=530, Women=378)","Gynaecological","Uterus","530","-","378","0.26 (0.05, 1.48)"
"Upper abdominal","Upper abdominal - Dyspepsia (Men=530, Women=378)","Gynaecological","Vulva/Vagina","530","-","378","0.00 (0.00, 1.01)"
"Upper abdominal","Upper abdominal - Dyspepsia (Men=530, Women=378)","Prostate and other male organs","Penile","530","0.00 (0.00, 0.72)","378","-"
"Upper abdominal","Upper abdominal - Dyspepsia (Men=530, Women=378)","Prostate and other male organs","Prostate","530","3.02 (1.87, 4.85)","378","-"
"Upper abdominal","Upper abdominal - Dyspepsia (Men=530, Women=378)","Prostate and other male organs","Testicular","530","0.00 (0.00, 0.72)","378","-"
"Upper abdominal","Upper abdominal - Dyspepsia (Men=530, Women=378)","Other malignant neoplasms","Other malignant neoplasms","530","0.38 (0.10, 1.37)","378","0.26 (0.05, 1.48)"
"Upper abdominal","Upper abdominal - Dyspepsia (Men=530, Women=378)","Unknown primary","Unknown primary","530","1.70 (0.90, 3.20)","378","2.91 (1.63, 5.14)"
"Upper abdominal","Upper abdominal - Dysphagia (Men=761, Women=377)","Head and neck","Larynx","761","2.10 (1.30, 3.39)","377","0.53 (0.15, 1.91)"
"Upper abdominal","Upper abdominal - Dysphagia (Men=761, Women=377)","Head and neck","Oral cavity","761","0.66 (0.28, 1.53)","377","1.33 (0.57, 3.07)"
"Upper abdominal","Upper abdominal - Dysphagia (Men=761, Women=377)","Head and neck","Oropharynx","761","3.68 (2.56, 5.27)","377","1.86 (0.90, 3.78)"
"Upper abdominal","Upper abdominal - Dysphagia (Men=761, Women=377)","Head and neck","Thyroid","761","0.66 (0.28, 1.53)","377","3.18 (1.83, 5.48)"
"Upper abdominal","Upper abdominal - Dysphagia (Men=761, Women=377)","Head and neck","Other head and neck","761","3.68 (2.56, 5.27)","377","2.39 (1.26, 4.47)"
"Upper abdominal","Upper abdominal - Dysphagia (Men=761, Women=377)","Upper GI","Oesophagus","761","57.7 (54.1, 61.2)","377","53.3 (48.3, 58.3)"
"Upper abdominal","Upper abdominal - Dysphagia (Men=761, Women=377)","Upper GI","Stomach","761","14.3 (12.0, 17.0)","377","12.5 (9.51, 16.2)"
"Upper abdominal","Upper abdominal - Dysphagia (Men=761, Women=377)","Lower GI","Anal","761","0.00 (0.00, 0.50)","377","0.00 (0.00, 1.01)"
"Upper abdominal","Upper abdominal - Dysphagia (Men=761, Women=377)","Lower GI","Colon","761","2.50 (1.60, 3.87)","377","3.71 (2.22, 6.14)"
"Upper abdominal","Upper abdominal - Dysphagia (Men=761, Women=377)","Lower GI","Rectum","761","0.26 (0.07, 0.95)","377","0.27 (0.05, 1.49)"
"Upper abdominal","Upper abdominal - Dysphagia (Men=761, Women=377)","Lower GI","Small intestine","761","0.13 (0.02, 0.74)","377","0.80 (0.27, 2.31)"
"Upper abdominal","Upper abdominal - Dysphagia (Men=761, Women=377)","HPB","Liver","761","0.79 (0.36, 1.71)","377","0.80 (0.27, 2.31)"
"Upper abdominal","Upper abdominal - Dysphagia (Men=761, Women=377)","HPB","Pancreas","761","2.76 (1.81, 4.18)","377","2.92 (1.64, 5.15)"
"Upper abdominal","Upper abdominal - Dysphagia (Men=761, Women=377)","HPB","Other HPB","761","0.13 (0.02, 0.74)","377","0.53 (0.15, 1.91)"
"Upper abdominal","Upper abdominal - Dysphagia (Men=761, Women=377)","Respiratory","Lung","761","5.65 (4.22, 7.52)","377","8.22 (5.85, 11.4)"
"Upper abdominal","Upper abdominal - Dysphagia (Men=761, Women=377)","Respiratory","Mesothelioma","761","0.00 (0.00, 0.50)","377","0.00 (0.00, 1.01)"
"Upper abdominal","Upper abdominal - Dysphagia (Men=761, Women=377)","Urological","Bladder","761","0.00 (0.00, 0.50)","377","0.00 (0.00, 1.01)"
"Upper abdominal","Upper abdominal - Dysphagia (Men=761, Women=377)","Urological","Kidney","761","0.79 (0.36, 1.71)","377","0.80 (0.27, 2.31)"
"Upper abdominal","Upper abdominal - Dysphagia (Men=761, Women=377)","Urological","Ureteric and other urinary","761","0.00 (0.00, 0.50)","377","0.00 (0.00, 1.01)"
"Upper abdominal","Upper abdominal - Dysphagia (Men=761, Women=377)","Haematological","Acute leukaemia","761","0.00 (0.00, 0.50)","377","0.53 (0.15, 1.91)"
"Upper abdominal","Upper abdominal - Dysphagia (Men=761, Women=377)","Haematological","Chronic lymphocytic leukaemia","761","0.13 (0.02, 0.74)","377","0.27 (0.05, 1.49)"
"Upper abdominal","Upper abdominal - Dysphagia (Men=761, Women=377)","Haematological","Hodgkin lymphoma","761","0.13 (0.02, 0.74)","377","0.27 (0.05, 1.49)"
"Upper abdominal","Upper abdominal - Dysphagia (Men=761, Women=377)","Haematological","Multiple myeloma","761","0.26 (0.07, 0.95)","377","0.00 (0.00, 1.01)"
"Upper abdominal","Upper abdominal - Dysphagia (Men=761, Women=377)","Haematological","Non-Hodgkin lymphoma","761","1.71 (1.00, 2.90)","377","2.39 (1.26, 4.47)"
"Upper abdominal","Upper abdominal - Dysphagia (Men=761, Women=377)","Haematological","Other haematological","761","0.00 (0.00, 0.50)","377","0.27 (0.05, 1.49)"
"Upper abdominal","Upper abdominal - Dysphagia (Men=761, Women=377)","CNS","CNS","761","0.00 (0.00, 0.50)","377","0.00 (0.00, 1.01)"
"Upper abdominal","Upper abdominal - Dysphagia (Men=761, Women=377)","Sarcoma","Bone sarcoma","761","0.00 (0.00, 0.50)","377","0.00 (0.00, 1.01)"
"Upper abdominal","Upper abdominal - Dysphagia (Men=761, Women=377)","Sarcoma","Connective and soft tissue sarcoma","761","0.13 (0.02, 0.74)","377","0.00 (0.00, 1.01)"
"Upper abdominal","Upper abdominal - Dysphagia (Men=761, Women=377)","Skin","Melanoma","761","0.13 (0.02, 0.74)","377","0.00 (0.00, 1.01)"
"Upper abdominal","Upper abdominal - Dysphagia (Men=761, Women=377)","Ocular","Ocular","761","0.00 (0.00, 0.50)","377","0.00 (0.00, 1.01)"
"Upper abdominal","Upper abdominal - Dysphagia (Men=761, Women=377)","Breast","Breast","761","0.00 (0.00, 0.50)","377","0.80 (0.27, 2.31)"
"Upper abdominal","Upper abdominal - Dysphagia (Men=761, Women=377)","Gynaecological","Cervix","761","-","377","0.00 (0.00, 1.01)"
"Upper abdominal","Upper abdominal - Dysphagia (Men=761, Women=377)","Gynaecological","Ovary","761","-","377","0.00 (0.00, 1.01)"
"Upper abdominal","Upper abdominal - Dysphagia (Men=761, Women=377)","Gynaecological","Uterus","761","-","377","0.27 (0.05, 1.49)"
"Upper abdominal","Upper abdominal - Dysphagia (Men=761, Women=377)","Gynaecological","Vulva/Vagina","761","-","377","0.00 (0.00, 1.01)"
"Upper abdominal","Upper abdominal - Dysphagia (Men=761, Women=377)","Prostate and other male organs","Penile","761","0.00 (0.00, 0.50)","377","-"
"Upper abdominal","Upper abdominal - Dysphagia (Men=761, Women=377)","Prostate and other male organs","Prostate","761","0.53 (0.20, 1.34)","377","-"
"Upper abdominal","Upper abdominal - Dysphagia (Men=761, Women=377)","Prostate and other male organs","Testicular","761","0.00 (0.00, 0.50)","377","-"
"Upper abdominal","Upper abdominal - Dysphagia (Men=761, Women=377)","Other malignant neoplasms","Other malignant neoplasms","761","0.00 (0.00, 0.50)","377","0.27 (0.05, 1.49)"
"Upper abdominal","Upper abdominal - Dysphagia (Men=761, Women=377)","Unknown primary","Unknown primary","761","1.18 (0.62, 2.23)","377","1.86 (0.90, 3.78)"
"Upper abdominal","Upper abdominal - Early satiety (Men=85, Women=60)","Head and neck","Larynx","85","0.00 (0.00, 4.32)","60","0.00 (0.00, 6.02)"
"Upper abdominal","Upper abdominal - Early satiety (Men=85, Women=60)","Head and neck","Oral cavity","85","0.00 (0.00, 4.32)","60","0.00 (0.00, 6.02)"
"Upper abdominal","Upper abdominal - Early satiety (Men=85, Women=60)","Head and neck","Oropharynx","85","0.00 (0.00, 4.32)","60","1.67 (0.29, 8.86)"
"Upper abdominal","Upper abdominal - Early satiety (Men=85, Women=60)","Head and neck","Thyroid","85","0.00 (0.00, 4.32)","60","0.00 (0.00, 6.02)"
"Upper abdominal","Upper abdominal - Early satiety (Men=85, Women=60)","Head and neck","Other head and neck","85","0.00 (0.00, 4.32)","60","0.00 (0.00, 6.02)"
"Upper abdominal","Upper abdominal - Early satiety (Men=85, Women=60)","Upper GI","Oesophagus","85","15.3 (9.16, 24.4)","60","15.0 (8.10, 26.1)"
"Upper abdominal","Upper abdominal - Early satiety (Men=85, Women=60)","Upper GI","Stomach","85","21.2 (13.8, 31.0)","60","13.3 (6.91, 24.2)"
"Upper abdominal","Upper abdominal - Early satiety (Men=85, Women=60)","Lower GI","Anal","85","0.00 (0.00, 4.32)","60","0.00 (0.00, 6.02)"
"Upper abdominal","Upper abdominal - Early satiety (Men=85, Women=60)","Lower GI","Colon","85","5.88 (2.54, 13.0)","60","16.7 (9.31, 28.0)"
"Upper abdominal","Upper abdominal - Early satiety (Men=85, Women=60)","Lower GI","Rectum","85","0.00 (0.00, 4.32)","60","0.00 (0.00, 6.02)"
"Upper abdominal","Upper abdominal - Early satiety (Men=85, Women=60)","Lower GI","Small intestine","85","0.00 (0.00, 4.32)","60","3.33 (0.92, 11.4)"
"Upper abdominal","Upper abdominal - Early satiety (Men=85, Women=60)","HPB","Liver","85","2.35 (0.65, 8.18)","60","6.67 (2.62, 15.9)"
"Upper abdominal","Upper abdominal - Early satiety (Men=85, Women=60)","HPB","Pancreas","85","16.5 (10.1, 25.8)","60","15.0 (8.10, 26.1)"
"Upper abdominal","Upper abdominal - Early satiety (Men=85, Women=60)","HPB","Other HPB","85","0.00 (0.00, 4.32)","60","0.00 (0.00, 6.02)"
"Upper abdominal","Upper abdominal - Early satiety (Men=85, Women=60)","Respiratory","Lung","85","14.1 (8.26, 23.1)","60","5.00 (1.71, 13.7)"
"Upper abdominal","Upper abdominal - Early satiety (Men=85, Women=60)","Respiratory","Mesothelioma","85","0.00 (0.00, 4.32)","60","1.67 (0.29, 8.86)"
"Upper abdominal","Upper abdominal - Early satiety (Men=85, Women=60)","Urological","Bladder","85","0.00 (0.00, 4.32)","60","0.00 (0.00, 6.02)"
"Upper abdominal","Upper abdominal - Early satiety (Men=85, Women=60)","Urological","Kidney","85","1.18 (0.21, 6.37)","60","1.67 (0.29, 8.86)"
"Upper abdominal","Upper abdominal - Early satiety (Men=85, Women=60)","Urological","Ureteric and other urinary","85","0.00 (0.00, 4.32)","60","0.00 (0.00, 6.02)"
"Upper abdominal","Upper abdominal - Early satiety (Men=85, Women=60)","Haematological","Acute leukaemia","85","0.00 (0.00, 4.32)","60","0.00 (0.00, 6.02)"
"Upper abdominal","Upper abdominal - Early satiety (Men=85, Women=60)","Haematological","Chronic lymphocytic leukaemia","85","1.18 (0.21, 6.37)","60","0.00 (0.00, 6.02)"
"Upper abdominal","Upper abdominal - Early satiety (Men=85, Women=60)","Haematological","Hodgkin lymphoma","85","2.35 (0.65, 8.18)","60","0.00 (0.00, 6.02)"
"Upper abdominal","Upper abdominal - Early satiety (Men=85, Women=60)","Haematological","Multiple myeloma","85","0.00 (0.00, 4.32)","60","0.00 (0.00, 6.02)"
"Upper abdominal","Upper abdominal - Early satiety (Men=85, Women=60)","Haematological","Non-Hodgkin lymphoma","85","9.41 (4.85, 17.5)","60","0.00 (0.00, 6.02)"
"Upper abdominal","Upper abdominal - Early satiety (Men=85, Women=60)","Haematological","Other haematological","85","1.18 (0.21, 6.37)","60","0.00 (0.00, 6.02)"
"Upper abdominal","Upper abdominal - Early satiety (Men=85, Women=60)","CNS","CNS","85","0.00 (0.00, 4.32)","60","0.00 (0.00, 6.02)"
"Upper abdominal","Upper abdominal - Early satiety (Men=85, Women=60)","Sarcoma","Bone sarcoma","85","0.00 (0.00, 4.32)","60","1.67 (0.29, 8.86)"
